event_id,transaction_id,event_type,event_status,event_timestamp,provider
EVT-4E837BAC4F,TXN-EF53253E31,INITIATED,RECEIVED,2026-09-12 21:55:21.881266,Provider C
EVT-F69F635BE4,TXN-EF53253E31,PROCESSING,RECEIVED,2026-09-12 21:55:24.881266,Provider C
EVT-6EF4EF263E,TXN-EF53253E31,SUCCESS,CONFIRMED,2026-09-12 21:55:27.881266,Provider C
EVT-4E62F9F103,TXN-EF53253E31,SETTLEMENT,CONFIRMED,2026-09-12 21:55:30.881266,Provider C
EVT-E23EA9B8FF,TXN-2B5B6D7FA2,INITIATED,RECEIVED,2026-09-04 09:53:36.881309,Provider C
EVT-15C30CAC46,TXN-2B5B6D7FA2,PROCESSING,RECEIVED,2026-09-04 09:53:40.881309,Provider C
EVT-2E94FBF300,TXN-2B5B6D7FA2,SUCCESS,CONFIRMED,2026-09-04 09:53:53.881309,Provider C
EVT-1169C7D1C8,TXN-2B5B6D7FA2,SETTLEMENT,CONFIRMED,2026-09-04 09:54:01.881309,Provider C
EVT-5972383810,TXN-CE838301F1,INITIATED,RECEIVED,2026-08-25 16:35:27.881357,Provider A
EVT-B3E4A7E59B,TXN-CE838301F1,PROCESSING,RECEIVED,2026-08-25 16:35:31.881357,Provider A
EVT-84E765E4F4,TXN-CE838301F1,FAILED,INSUFFICIENT_FUNDS,2026-08-25 16:35:53.881357,Provider A
EVT-E8782348C4,TXN-38416BB5C0,INITIATED,RECEIVED,2026-08-28 15:42:01.881397,Provider C
EVT-54188DCA7F,TXN-38416BB5C0,PROCESSING,RECEIVED,2026-08-28 15:42:06.881397,Provider C
EVT-62E2F7AA7A,TXN-38416BB5C0,SUCCESS,CONFIRMED,2026-08-28 15:42:21.881397,Provider C
EVT-A1482A2056,TXN-38416BB5C0,SETTLEMENT,CONFIRMED,2026-08-28 15:42:26.881397,Provider C
EVT-837BCAD42D,TXN-ECD045498D,INITIATED,RECEIVED,2026-08-27 10:02:42.881444,Provider C
EVT-0691AFBC75,TXN-ECD045498D,PROCESSING,RECEIVED,2026-08-27 10:02:44.881444,Provider C
EVT-748B59CF60,TXN-ECD045498D,SUCCESS,CONFIRMED,2026-08-27 10:02:51.881444,Provider C
EVT-DA953B608E,TXN-ECD045498D,SETTLEMENT,CONFIRMED,2026-08-27 10:03:00.881444,Provider C
EVT-1CDD153AD7,TXN-16C6DEBB78,INITIATED,RECEIVED,2026-09-01 14:50:39.881504,Provider B
EVT-0F80B55E57,TXN-16C6DEBB78,PROCESSING,RECEIVED,2026-09-01 14:50:40.881504,Provider B
EVT-38E2F6F01C,TXN-16C6DEBB78,FAILED,NETWORK_ERROR,2026-09-01 14:50:57.881504,Provider B
EVT-50CD56CA44,TXN-A6C6772722,INITIATED,RECEIVED,2026-09-15 13:06:53.881751,Provider D
EVT-49E41BF6B7,TXN-A6C6772722,PROCESSING,RECEIVED,2026-09-15 13:06:55.881751,Provider D
EVT-8D91289F61,TXN-A6C6772722,SUCCESS,CONFIRMED,2026-09-15 13:07:06.881751,Provider D
EVT-02FA4126C5,TXN-A6C6772722,SETTLEMENT,CONFIRMED,2026-09-15 13:07:10.881751,Provider D
EVT-0E22304583,TXN-8EAFC8F1D4,INITIATED,RECEIVED,2026-09-18 07:31:08.881829,Provider D
EVT-7B73CB1819,TXN-8EAFC8F1D4,PROCESSING,RECEIVED,2026-09-18 07:31:09.881829,Provider D
EVT-10ECB5D001,TXN-8EAFC8F1D4,SUCCESS,CONFIRMED,2026-09-18 07:31:10.881829,Provider D
EVT-5C452425C7,TXN-8EAFC8F1D4,SETTLEMENT,CONFIRMED,2026-09-18 07:31:18.881829,Provider D
EVT-DF2093ED6D,TXN-904441888F,INITIATED,RECEIVED,2026-09-10 08:58:15.881872,Provider A
EVT-58B9ABDC15,TXN-904441888F,PROCESSING,RECEIVED,2026-09-10 08:58:20.881872,Provider A
EVT-3F635DFB71,TXN-904441888F,SUCCESS,CONFIRMED,2026-09-10 08:58:25.881872,Provider A
EVT-E188AC2855,TXN-904441888F,SETTLEMENT,CONFIRMED,2026-09-10 08:58:31.881872,Provider A
EVT-C9737B08A8,TXN-014483B756,INITIATED,RECEIVED,2026-09-06 23:36:46.881911,Provider D
EVT-249B7353B9,TXN-014483B756,PROCESSING,RECEIVED,2026-09-06 23:36:51.881911,Provider D
EVT-51F694A92E,TXN-014483B756,SUCCESS,CONFIRMED,2026-09-06 23:37:03.881911,Provider D
EVT-665B86A8E9,TXN-014483B756,SETTLEMENT,CONFIRMED,2026-09-06 23:37:06.881911,Provider D
EVT-4C3CB6FDC3,TXN-234E2835B3,INITIATED,RECEIVED,2026-08-28 23:14:30.882371,Provider C
EVT-46206DF6A7,TXN-234E2835B3,PROCESSING,RECEIVED,2026-08-28 23:14:33.882371,Provider C
EVT-60C2F54FA9,TXN-234E2835B3,SUCCESS,CONFIRMED,2026-08-28 23:14:43.882371,Provider C
EVT-B1E3662B56,TXN-234E2835B3,SETTLEMENT,CONFIRMED,2026-08-28 23:14:51.882371,Provider C
EVT-681CC57AA7,TXN-8D1976EE82,INITIATED,RECEIVED,2026-09-15 08:10:42.882441,Provider A
EVT-31DE244F38,TXN-8D1976EE82,PROCESSING,RECEIVED,2026-09-15 08:10:45.882441,Provider A
EVT-DE02C0239F,TXN-8D1976EE82,SUCCESS,CONFIRMED,2026-09-15 08:10:57.882441,Provider A
EVT-DC22F06B92,TXN-8D1976EE82,SETTLEMENT,CONFIRMED,2026-09-15 08:11:05.882441,Provider A
EVT-F44F40D512,TXN-1168C818AF,INITIATED,RECEIVED,2026-09-08 08:48:25.882494,Provider A
EVT-08FCB40BEA,TXN-1168C818AF,PROCESSING,RECEIVED,2026-09-08 08:48:29.882494,Provider A
EVT-0B03269145,TXN-1168C818AF,SUCCESS,CONFIRMED,2026-09-08 08:48:31.882494,Provider A
EVT-0CE2F78D16,TXN-1168C818AF,SETTLEMENT,CONFIRMED,2026-09-08 08:48:32.882494,Provider A
EVT-93AB318CBB,TXN-CC7BCE7CB1,INITIATED,RECEIVED,2026-09-16 12:51:30.882541,Provider A
EVT-84CC82F0C1,TXN-CC7BCE7CB1,PROCESSING,RECEIVED,2026-09-16 12:51:31.882541,Provider A
EVT-02BF4A0175,TXN-CC7BCE7CB1,SUCCESS,CONFIRMED,2026-09-16 12:51:35.882541,Provider A
EVT-38CACC30C3,TXN-CC7BCE7CB1,SETTLEMENT,CONFIRMED,2026-09-16 12:51:41.882541,Provider A
EVT-897F5F73C9,TXN-BA685D5C4F,INITIATED,RECEIVED,2026-09-05 17:51:30.882587,Provider A
EVT-EE8EB520F4,TXN-BA685D5C4F,PROCESSING,RECEIVED,2026-09-05 17:51:35.882587,Provider A
EVT-410229964A,TXN-BA685D5C4F,SUCCESS,CONFIRMED,2026-09-05 17:51:42.882587,Provider A
EVT-E82449C7C4,TXN-BA685D5C4F,SETTLEMENT,CONFIRMED,2026-09-05 17:51:48.882587,Provider A
EVT-64D072AA10,TXN-65CEF0B5A0,INITIATED,RECEIVED,2026-09-15 16:16:38.882640,Provider A
EVT-6706C358FB,TXN-65CEF0B5A0,PROCESSING,RECEIVED,2026-09-15 16:16:39.882640,Provider A
EVT-14BF75A949,TXN-65CEF0B5A0,FAILED,INVALID_ACCOUNT,2026-09-15 16:16:48.882640,Provider A
EVT-8B332EF7E1,TXN-B98B3FBD6C,INITIATED,RECEIVED,2026-08-29 00:18:16.882680,Provider A
EVT-06942D7D49,TXN-B98B3FBD6C,PROCESSING,RECEIVED,2026-08-29 00:18:17.882680,Provider A
EVT-17027AD79B,TXN-B98B3FBD6C,SUCCESS,CONFIRMED,2026-08-29 00:18:31.882680,Provider A
EVT-EE9949FFCD,TXN-B98B3FBD6C,SETTLEMENT,CONFIRMED,2026-08-29 00:18:40.882680,Provider A
EVT-858AAC133B,TXN-C45BC9D726,INITIATED,RECEIVED,2026-08-30 02:17:12.882727,Provider A
EVT-3527C6F178,TXN-C45BC9D726,PROCESSING,RECEIVED,2026-08-30 02:17:14.882727,Provider A
EVT-2BBF3B5365,TXN-C45BC9D726,SUCCESS,CONFIRMED,2026-08-30 02:17:28.882727,Provider A
EVT-85E7EE4411,TXN-C45BC9D726,SETTLEMENT,CONFIRMED,2026-08-30 02:17:38.882727,Provider A
EVT-2DEED49855,TXN-C8067D1B27,INITIATED,RECEIVED,2026-08-31 14:48:39.882770,Provider D
EVT-FC08F9B2D9,TXN-C8067D1B27,PROCESSING,RECEIVED,2026-08-31 14:48:40.882770,Provider D
EVT-0602B64C68,TXN-C8067D1B27,PENDING,AWAITING_CONFIRMATION,2026-08-31 14:48:57.882770,Provider D
EVT-BA768A11F3,TXN-8322612001,INITIATED,RECEIVED,2026-09-02 18:38:06.882805,Provider C
EVT-F17DEA4F9B,TXN-8322612001,PROCESSING,RECEIVED,2026-09-02 18:38:11.882805,Provider C
EVT-4B5BD44C79,TXN-8322612001,SUCCESS,CONFIRMED,2026-09-02 18:38:25.882805,Provider C
EVT-F583BEE04C,TXN-8322612001,SETTLEMENT,CONFIRMED,2026-09-02 18:38:29.882805,Provider C
EVT-632CF385D7,TXN-106CF37C87,INITIATED,RECEIVED,2026-08-23 04:22:24.882846,Provider A
EVT-17D076A747,TXN-106CF37C87,PROCESSING,RECEIVED,2026-08-23 04:22:25.882846,Provider A
EVT-083DDC93A3,TXN-106CF37C87,SUCCESS,CONFIRMED,2026-08-23 04:22:31.882846,Provider A
EVT-66E21F2F33,TXN-106CF37C87,SETTLEMENT,CONFIRMED,2026-08-23 04:22:32.882846,Provider A
EVT-283328BBEC,TXN-C3B2AC69F9,INITIATED,RECEIVED,2026-08-26 02:57:29.882889,Provider C
EVT-C69C76262B,TXN-C3B2AC69F9,PROCESSING,RECEIVED,2026-08-26 02:57:31.882889,Provider C
EVT-02AD807603,TXN-C3B2AC69F9,PENDING,AWAITING_CONFIRMATION,2026-08-26 02:57:51.882889,Provider C
EVT-DD95EC5B5A,TXN-BCE1296E04,INITIATED,RECEIVED,2026-09-04 07:22:43.882930,Provider C
EVT-2B0408BB16,TXN-BCE1296E04,PROCESSING,RECEIVED,2026-09-04 07:22:46.882930,Provider C
EVT-A96DEE7CE5,TXN-BCE1296E04,SUCCESS,CONFIRMED,2026-09-04 07:22:58.882930,Provider C
EVT-6E62A245A6,TXN-BCE1296E04,SETTLEMENT,CONFIRMED,2026-09-04 07:23:01.882930,Provider C
EVT-A6D6B6E0AA,TXN-5E441B48C6,INITIATED,RECEIVED,2026-09-15 09:56:07.882970,Provider A
EVT-3C84220610,TXN-5E441B48C6,PROCESSING,RECEIVED,2026-09-15 09:56:12.882970,Provider A
EVT-BDE1B82F93,TXN-5E441B48C6,SUCCESS,CONFIRMED,2026-09-15 09:56:21.882970,Provider A
EVT-0F3BDC40B0,TXN-5E441B48C6,SETTLEMENT,CONFIRMED,2026-09-15 09:56:29.882970,Provider A
EVT-228B0B0E82,TXN-27687C7697,INITIATED,RECEIVED,2026-09-06 03:43:59.883009,Provider A
EVT-462132E6BD,TXN-27687C7697,PROCESSING,RECEIVED,2026-09-06 03:44:00.883009,Provider A
EVT-082EB8BE42,TXN-27687C7697,SUCCESS,CONFIRMED,2026-09-06 03:44:03.883009,Provider A
EVT-42B5F50EAC,TXN-27687C7697,SETTLEMENT,CONFIRMED,2026-09-06 03:44:04.883009,Provider A
EVT-A0476D810A,TXN-FF31677092,INITIATED,RECEIVED,2026-08-20 12:56:31.883052,Provider C
EVT-9638370E65,TXN-FF31677092,PROCESSING,RECEIVED,2026-08-20 12:56:36.883052,Provider C
EVT-DC3DCA2CD0,TXN-FF31677092,SUCCESS,CONFIRMED,2026-08-20 12:56:39.883052,Provider C
EVT-190DCD1F5D,TXN-FF31677092,SETTLEMENT,CONFIRMED,2026-08-20 12:56:46.883052,Provider C
EVT-79143E1928,TXN-E328B49343,INITIATED,RECEIVED,2026-09-16 15:39:28.883099,Provider B
EVT-FD557B2B4C,TXN-E328B49343,PROCESSING,RECEIVED,2026-09-16 15:39:30.883099,Provider B
EVT-8A384C38BA,TXN-E328B49343,SUCCESS,CONFIRMED,2026-09-16 15:39:44.883099,Provider B
EVT-9989CEE2BF,TXN-E328B49343,SETTLEMENT,CONFIRMED,2026-09-16 15:39:48.883099,Provider B
EVT-351E679667,TXN-FE0F8EA12F,INITIATED,RECEIVED,2026-09-18 15:23:50.883139,Provider B
EVT-08A3C8261C,TXN-FE0F8EA12F,PROCESSING,RECEIVED,2026-09-18 15:23:54.883139,Provider B
EVT-A9C5A5C3F3,TXN-FE0F8EA12F,SUCCESS,CONFIRMED,2026-09-18 15:23:58.883139,Provider B
EVT-CF396C9FF7,TXN-FE0F8EA12F,SETTLEMENT,CONFIRMED,2026-09-18 15:24:08.883139,Provider B
EVT-5AC0A55EDA,TXN-BA06121F90,INITIATED,RECEIVED,2026-09-03 19:17:08.883183,Provider B
EVT-69FF1F3389,TXN-BA06121F90,PROCESSING,RECEIVED,2026-09-03 19:17:11.883183,Provider B
EVT-37C6E8D935,TXN-BA06121F90,SUCCESS,CONFIRMED,2026-09-03 19:17:22.883183,Provider B
EVT-F1C5CEA6F0,TXN-BA06121F90,SETTLEMENT,CONFIRMED,2026-09-03 19:17:26.883183,Provider B
EVT-BA0F529F4C,TXN-29EA52981E,INITIATED,RECEIVED,2026-08-24 11:04:37.883252,Provider C
EVT-9DB0391CF5,TXN-29EA52981E,PROCESSING,RECEIVED,2026-08-24 11:04:40.883252,Provider C
EVT-FB5E847A96,TXN-29EA52981E,SUCCESS,CONFIRMED,2026-08-24 11:04:47.883252,Provider C
EVT-8025C791B0,TXN-29EA52981E,SETTLEMENT,CONFIRMED,2026-08-24 11:04:51.883252,Provider C
EVT-507BCE9FCF,TXN-4D52D64EA5,INITIATED,RECEIVED,2026-08-25 14:44:55.883306,Provider B
EVT-72EFB02353,TXN-4D52D64EA5,PROCESSING,RECEIVED,2026-08-25 14:44:57.883306,Provider B
EVT-BB72E69071,TXN-4D52D64EA5,SUCCESS,CONFIRMED,2026-08-25 14:45:11.883306,Provider B
EVT-6B198B77D7,TXN-4D52D64EA5,SETTLEMENT,CONFIRMED,2026-08-25 14:45:15.883306,Provider B
EVT-BBF325F004,TXN-2F284B11F3,INITIATED,RECEIVED,2026-09-14 12:50:59.883350,Provider D
EVT-F8FC0CBA10,TXN-2F284B11F3,PROCESSING,RECEIVED,2026-09-14 12:51:00.883350,Provider D
EVT-BAB35FB3BF,TXN-2F284B11F3,SUCCESS,CONFIRMED,2026-09-14 12:51:01.883350,Provider D
EVT-028FFAC137,TXN-2F284B11F3,SETTLEMENT,CONFIRMED,2026-09-14 12:51:06.883350,Provider D
EVT-B0D399815A,TXN-DB34244731,INITIATED,RECEIVED,2026-09-01 06:47:46.883393,Provider D
EVT-1F2712DDCF,TXN-DB34244731,PROCESSING,RECEIVED,2026-09-01 06:47:47.883393,Provider D
EVT-A243D90997,TXN-DB34244731,SUCCESS,CONFIRMED,2026-09-01 06:47:59.883393,Provider D
EVT-FE873A7E49,TXN-DB34244731,SETTLEMENT,CONFIRMED,2026-09-01 06:48:02.883393,Provider D
EVT-D9B4071689,TXN-BCD346639F,INITIATED,RECEIVED,2026-09-11 21:53:29.883435,Provider D
EVT-6827FE5343,TXN-BCD346639F,PROCESSING,RECEIVED,2026-09-11 21:53:34.883435,Provider D
EVT-43044D1496,TXN-BCD346639F,SUCCESS,CONFIRMED,2026-09-11 21:53:47.883435,Provider D
EVT-3C4759AE07,TXN-BCD346639F,SETTLEMENT,CONFIRMED,2026-09-11 21:53:56.883435,Provider D
EVT-4F3173DC2B,TXN-B2974E1B44,INITIATED,RECEIVED,2026-08-27 12:42:19.883487,Provider A
EVT-FEA8F2CA82,TXN-B2974E1B44,PROCESSING,RECEIVED,2026-08-27 12:42:22.883487,Provider A
EVT-3D690B9BBD,TXN-B2974E1B44,SUCCESS,CONFIRMED,2026-08-27 12:42:24.883487,Provider A
EVT-FF308C75CD,TXN-B2974E1B44,SETTLEMENT,CONFIRMED,2026-08-27 12:42:33.883487,Provider A
EVT-A89BF0CF0B,TXN-F664F5A95A,INITIATED,RECEIVED,2026-09-08 14:44:28.883534,Provider B
EVT-5F74C5525B,TXN-F664F5A95A,PROCESSING,RECEIVED,2026-09-08 14:44:29.883534,Provider B
EVT-8E7F080F7E,TXN-F664F5A95A,SUCCESS,CONFIRMED,2026-09-08 14:44:30.883534,Provider B
EVT-0B3BD5C2FA,TXN-F664F5A95A,SETTLEMENT,CONFIRMED,2026-09-08 14:44:37.883534,Provider B
EVT-B798F79EE0,TXN-9232C20881,INITIATED,RECEIVED,2026-09-08 17:58:22.883577,Provider B
EVT-4BE1AC063E,TXN-9232C20881,PROCESSING,RECEIVED,2026-09-08 17:58:26.883577,Provider B
EVT-01AEF45EA6,TXN-9232C20881,FAILED,TIMEOUT,2026-09-08 17:58:47.883577,Provider B
EVT-5AF7A2B136,TXN-D3765CD24C,INITIATED,RECEIVED,2026-08-21 12:14:20.883618,Provider B
EVT-B4AD0090CC,TXN-D3765CD24C,PROCESSING,RECEIVED,2026-08-21 12:14:21.883618,Provider B
EVT-C12C73F4E3,TXN-D3765CD24C,SUCCESS,CONFIRMED,2026-08-21 12:14:22.883618,Provider B
EVT-9ED2DAAA88,TXN-D3765CD24C,SETTLEMENT,CONFIRMED,2026-08-21 12:14:31.883618,Provider B
EVT-C1487CE6E0,TXN-841A7FB59C,INITIATED,RECEIVED,2026-08-23 09:44:12.883658,Provider C
EVT-E61C94E5E9,TXN-841A7FB59C,PROCESSING,RECEIVED,2026-08-23 09:44:16.883658,Provider C
EVT-0B94BE5614,TXN-841A7FB59C,SUCCESS,CONFIRMED,2026-08-23 09:44:31.883658,Provider C
EVT-26771D14F4,TXN-841A7FB59C,SETTLEMENT,CONFIRMED,2026-08-23 09:44:37.883658,Provider C
EVT-2213705EEA,TXN-3F1E6B31F9,INITIATED,RECEIVED,2026-09-15 13:21:46.883699,Provider D
EVT-C1CD5E8260,TXN-3F1E6B31F9,PROCESSING,RECEIVED,2026-09-15 13:21:50.883699,Provider D
EVT-9A4330CF68,TXN-3F1E6B31F9,SUCCESS,CONFIRMED,2026-09-15 13:22:02.883699,Provider D
EVT-04AB5FF919,TXN-3F1E6B31F9,SETTLEMENT,CONFIRMED,2026-09-15 13:22:09.883699,Provider D
EVT-EA088FCB13,TXN-5EA8108528,INITIATED,RECEIVED,2026-09-09 12:42:04.883740,Provider B
EVT-088ED40189,TXN-5EA8108528,PROCESSING,RECEIVED,2026-09-09 12:42:06.883740,Provider B
EVT-270BE9E2A4,TXN-5EA8108528,SUCCESS,CONFIRMED,2026-09-09 12:42:14.883740,Provider B
EVT-E7A48D008E,TXN-5EA8108528,SETTLEMENT,CONFIRMED,2026-09-09 12:42:16.883740,Provider B
EVT-0884D02B95,TXN-68FA6D904C,INITIATED,RECEIVED,2026-08-26 12:48:31.883781,Provider A
EVT-2E736691BE,TXN-68FA6D904C,PROCESSING,RECEIVED,2026-08-26 12:48:33.883781,Provider A
EVT-EC2456A0AC,TXN-68FA6D904C,SUCCESS,CONFIRMED,2026-08-26 12:48:44.883781,Provider A
EVT-A719B4301C,TXN-68FA6D904C,SETTLEMENT,CONFIRMED,2026-08-26 12:48:52.883781,Provider A
EVT-387E9DD6C9,TXN-7A7E6A039B,INITIATED,RECEIVED,2026-08-30 02:30:58.883826,Provider D
EVT-1E1F060AA7,TXN-7A7E6A039B,PROCESSING,RECEIVED,2026-08-30 02:31:01.883826,Provider D
EVT-F959929E9D,TXN-7A7E6A039B,SUCCESS,CONFIRMED,2026-08-30 02:31:05.883826,Provider D
EVT-407A687888,TXN-7A7E6A039B,SETTLEMENT,CONFIRMED,2026-08-30 02:31:09.883826,Provider D
EVT-A2CA614B1D,TXN-D4ECE58F19,INITIATED,RECEIVED,2026-08-25 18:44:09.883969,Provider B
EVT-1B542C1B85,TXN-D4ECE58F19,PROCESSING,RECEIVED,2026-08-25 18:44:10.883969,Provider B
EVT-17EB7EC2C6,TXN-D4ECE58F19,SUCCESS,CONFIRMED,2026-08-25 18:44:25.883969,Provider B
EVT-8369A80ADB,TXN-D4ECE58F19,SETTLEMENT,CONFIRMED,2026-08-25 18:44:33.883969,Provider B
EVT-13F9A8DE42,TXN-5A88F1CE52,INITIATED,RECEIVED,2026-09-14 16:00:14.884880,Provider A
EVT-2FF5643EB5,TXN-5A88F1CE52,PROCESSING,RECEIVED,2026-09-14 16:00:19.884880,Provider A
EVT-39E7CEE21C,TXN-5A88F1CE52,SUCCESS,CONFIRMED,2026-09-14 16:00:29.884880,Provider A
EVT-F91CBABE80,TXN-5A88F1CE52,SETTLEMENT,CONFIRMED,2026-09-14 16:00:37.884880,Provider A
EVT-18655BA931,TXN-1C42B1BA95,INITIATED,RECEIVED,2026-09-14 04:31:16.884953,Provider B
EVT-E67216EA85,TXN-1C42B1BA95,PROCESSING,RECEIVED,2026-09-14 04:31:20.884953,Provider B
EVT-BAACEA5558,TXN-1C42B1BA95,SUCCESS,CONFIRMED,2026-09-14 04:31:28.884953,Provider B
EVT-291D880A92,TXN-1C42B1BA95,SETTLEMENT,CONFIRMED,2026-09-14 04:31:31.884953,Provider B
EVT-23CB9189EB,TXN-B7DAED7533,INITIATED,RECEIVED,2026-09-19 00:01:16.884996,Provider B
EVT-4450227656,TXN-B7DAED7533,PROCESSING,RECEIVED,2026-09-19 00:01:17.884996,Provider B
EVT-23C6135A22,TXN-B7DAED7533,SUCCESS,CONFIRMED,2026-09-19 00:01:23.884996,Provider B
EVT-CEF258FA50,TXN-B7DAED7533,SETTLEMENT,CONFIRMED,2026-09-19 00:01:28.884996,Provider B
EVT-72A85EE917,TXN-605A51478C,INITIATED,RECEIVED,2026-08-25 10:34:58.885037,Provider D
EVT-29EE4A64E1,TXN-605A51478C,PROCESSING,RECEIVED,2026-08-25 10:35:00.885037,Provider D
EVT-219EC22BBF,TXN-605A51478C,SUCCESS,CONFIRMED,2026-08-25 10:35:03.885037,Provider D
EVT-873CF070BF,TXN-605A51478C,SETTLEMENT,CONFIRMED,2026-08-25 10:35:09.885037,Provider D
EVT-F8EE028EE3,TXN-20A83BE2EF,INITIATED,RECEIVED,2026-09-01 15:47:49.885075,Provider D
EVT-26BAA4CC45,TXN-20A83BE2EF,PROCESSING,RECEIVED,2026-09-01 15:47:52.885075,Provider D
EVT-815A4B44CB,TXN-20A83BE2EF,SUCCESS,CONFIRMED,2026-09-01 15:48:03.885075,Provider D
EVT-0CF7ADC0B5,TXN-20A83BE2EF,SETTLEMENT,CONFIRMED,2026-09-01 15:48:12.885075,Provider D
EVT-DEF0919F83,TXN-3ED91442C5,INITIATED,RECEIVED,2026-08-22 21:31:25.885112,Provider A
EVT-CD1371146B,TXN-3ED91442C5,PROCESSING,RECEIVED,2026-08-22 21:31:26.885112,Provider A
EVT-042CA490EF,TXN-3ED91442C5,SUCCESS,CONFIRMED,2026-08-22 21:31:37.885112,Provider A
EVT-F9D7679646,TXN-3ED91442C5,SETTLEMENT,CONFIRMED,2026-08-22 21:31:44.885112,Provider A
EVT-61DDFB2A85,TXN-7A82C413CF,INITIATED,RECEIVED,2026-08-21 21:48:46.885156,Provider D
EVT-D3A35CD50C,TXN-7A82C413CF,PROCESSING,RECEIVED,2026-08-21 21:48:51.885156,Provider D
EVT-6F47F73124,TXN-7A82C413CF,SUCCESS,CONFIRMED,2026-08-21 21:49:06.885156,Provider D
EVT-2BAF07F88C,TXN-7A82C413CF,SETTLEMENT,CONFIRMED,2026-08-21 21:49:08.885156,Provider D
EVT-11A5620BC0,TXN-28BF2CBD40,INITIATED,RECEIVED,2026-08-20 16:34:10.885193,Provider C
EVT-A19BDB13C9,TXN-28BF2CBD40,PROCESSING,RECEIVED,2026-08-20 16:34:11.885193,Provider C
EVT-B3D3B6CA09,TXN-28BF2CBD40,SUCCESS,CONFIRMED,2026-08-20 16:34:13.885193,Provider C
EVT-1C1A78E0F6,TXN-28BF2CBD40,SETTLEMENT,CONFIRMED,2026-08-20 16:34:21.885193,Provider C
EVT-5298F461A9,TXN-015959F017,INITIATED,RECEIVED,2026-09-14 13:45:35.885231,Provider D
EVT-8373D9E87E,TXN-015959F017,PROCESSING,RECEIVED,2026-09-14 13:45:40.885231,Provider D
EVT-005B123105,TXN-015959F017,FAILED,INVALID_ACCOUNT,2026-09-14 13:46:01.885231,Provider D
EVT-99DF405FCA,TXN-0AAE2FF851,INITIATED,RECEIVED,2026-09-11 14:28:55.885270,Provider D
EVT-8429903B89,TXN-0AAE2FF851,PROCESSING,RECEIVED,2026-09-11 14:28:56.885270,Provider D
EVT-5609B397C8,TXN-0AAE2FF851,SUCCESS,CONFIRMED,2026-09-11 14:29:08.885270,Provider D
EVT-472B982ABB,TXN-0AAE2FF851,SETTLEMENT,CONFIRMED,2026-09-11 14:29:16.885270,Provider D
EVT-21C05775AA,TXN-F1F91258B8,INITIATED,RECEIVED,2026-08-23 06:02:34.885307,Provider A
EVT-2527E2254D,TXN-F1F91258B8,PROCESSING,RECEIVED,2026-08-23 06:02:35.885307,Provider A
EVT-18ED71F185,TXN-F1F91258B8,SUCCESS,CONFIRMED,2026-08-23 06:02:36.885307,Provider A
EVT-4C47249492,TXN-F1F91258B8,SETTLEMENT,CONFIRMED,2026-08-23 06:02:43.885307,Provider A
EVT-751C041E8D,TXN-E0F416545B,INITIATED,RECEIVED,2026-09-02 11:25:44.885346,Provider B
EVT-70BB5A9CB7,TXN-E0F416545B,PROCESSING,RECEIVED,2026-09-02 11:25:45.885346,Provider B
EVT-7B7B9A44F6,TXN-E0F416545B,SUCCESS,CONFIRMED,2026-09-02 11:25:59.885346,Provider B
EVT-5034033C89,TXN-E0F416545B,SETTLEMENT,CONFIRMED,2026-09-02 11:26:05.885346,Provider B
EVT-F5870A2A3F,TXN-2501685172,INITIATED,RECEIVED,2026-08-29 17:24:07.885382,Provider A
EVT-518734C874,TXN-2501685172,PROCESSING,RECEIVED,2026-08-29 17:24:09.885382,Provider A
EVT-9FEF246FD4,TXN-2501685172,SUCCESS,CONFIRMED,2026-08-29 17:24:21.885382,Provider A
EVT-E8EA2205E5,TXN-2501685172,SETTLEMENT,CONFIRMED,2026-08-29 17:24:30.885382,Provider A
EVT-A06C563DA3,TXN-24FB38F0F9,INITIATED,RECEIVED,2026-09-15 11:22:50.885420,Provider C
EVT-B343FBB020,TXN-24FB38F0F9,PROCESSING,RECEIVED,2026-09-15 11:22:52.885420,Provider C
EVT-224BF4710B,TXN-24FB38F0F9,SUCCESS,CONFIRMED,2026-09-15 11:23:05.885420,Provider C
EVT-3D301A3322,TXN-24FB38F0F9,SETTLEMENT,CONFIRMED,2026-09-15 11:23:14.885420,Provider C
EVT-B2526694BA,TXN-130E414BB8,INITIATED,RECEIVED,2026-08-28 09:02:32.885480,Provider C
EVT-4FD8A7ADE1,TXN-130E414BB8,PROCESSING,RECEIVED,2026-08-28 09:02:35.885480,Provider C
EVT-B8F6C135D5,TXN-130E414BB8,SUCCESS,CONFIRMED,2026-08-28 09:02:46.885480,Provider C
EVT-486EC5E0F1,TXN-130E414BB8,SETTLEMENT,CONFIRMED,2026-08-28 09:02:51.885480,Provider C
EVT-9C67399414,TXN-7AE8762D0A,INITIATED,RECEIVED,2026-08-31 09:56:48.885518,Provider C
EVT-4EA3221A42,TXN-7AE8762D0A,PROCESSING,RECEIVED,2026-08-31 09:56:50.885518,Provider C
EVT-404417A542,TXN-7AE8762D0A,SUCCESS,CONFIRMED,2026-08-31 09:56:55.885518,Provider C
EVT-C97065C1DC,TXN-7AE8762D0A,SETTLEMENT,CONFIRMED,2026-08-31 09:57:02.885518,Provider C
EVT-150748563B,TXN-457166AFA8,INITIATED,RECEIVED,2026-09-02 16:20:15.885558,Provider C
